Date / Time,City,State,Shape,Duration,Summary,Posted
4/23/2017 0:50,Napa,CA,Sphere,1 minute,"Large reddish orange light that dropped many more lights out of it, and some smaller same colored lights shot out the top.",4/28/2017
4/22/2017 23:33,Selah,WA,Light,90 seconds,"ORANGE LIGHT OVER FIRING CENTER RD, APPEARED TWICE",4/28/2017
4/22/2017 23:00,Lansing,MI,Triangle,2 minutes,Orange orbs in triangle shape in night sky. ((anonymous report)),4/28/2017
4/22/2017 22:00,Goshen,IN,Oval,,"Walked out of my house in the country, and seen a ball if light.",4/28/2017
,,,,,,
,,,,,It was lower than normal for anything which would make sense to see,
4/22/2017 21:34,Irmo,SC,Unknown,1 minutes,"2 witnessed 2 identical glowing objects in the sky over Irmo/Columbia, SC, at ~9:30pm.",4/28/2017
4/22/2017 21:30,Surprise,AZ,Unknown,2 hours,Fixed flashing colored lights 9pm to 1am. Change position suddenly appear regularly. ((NUFORC Note: Possibly stars or planets?? PD)),4/28/2017
4/22/2017 21:00,Bakersfield,CA,Light,Riverwalk,Big orange circle light in Bakersfield.,4/28/2017
4/22/2017 20:40,Des Moines,IA,Light,20 seconds,Saw 3 orange lights in a triangular formation to the north of south eastern Des Moines. They were stationary but seemed to blink in and,4/28/2017
4/22/2017 20:08,Lake Forest,CA,Other,1:24,"Long, large craft, numerous flashing white lights in sequence over Southern California.",6/2/2017
4/22/2017 11:00,Oneco,CT,Oval,10 minutes,7 flying kinda a formation same speed all traveling in the same direction west to east 7 of them.,5/11/2017
4/21/2017 23:26,Burlington (Canada),ON,Sphere,3 minutes,Two sphere-shaped no noise red in color one above the other flying at same speed heading S over L. Ontario. ((anonymous report)),4/28/2017
4/21/2017 23:00,Midwest city,OK,Fireball,30 seconds,On front porch smoking a cigarette facing north. Saw a neon pink glowing fireball looking object. It appeared to be stationary for abou,4/28/2017
4/21/2017 22:23,Brandon,FL,Light,2 minutes,Large white Orb being tailed by Fighter Jet.,5/6/2017
4/21/2017 22:00,Thompson (Canada),MB,Light,2 minutes,"Orange lights spotted near Thompson, MB.",4/28/2017
4/21/2017 22:00,Dillon,SC,Chevron,2 hours,"I saw 12 UFO's in Dillon, SC. They were floating over the hospital in Dillon.",4/28/2017
4/21/2017 21:13,Neenah,WI,Formation,30 seconds,Two bright dots moving in formation simultaneously.,4/28/2017
4/21/2017 21:13,Sanra Rosa,CA,Triangle,10 seconds,"I was walking with my dog, and since i saw some strange object a night before, i was just looking at the sky and searching it. I saw a",4/28/2017
4/21/2017 21:04,McKinleyville,CA,Formation,2 minutes,Four red circular UFOs in formation sighted above the Pacific Ocean in Northern California,4/28/2017
4/21/2017 21:00,Stevenson Ranch,CA,Unknown,30 minutes,Bright white pulsing light travels across sky and then shoots straight up.,4/28/2017
4/21/2017 14:45,Lynn,IN,Disk,15 minutes,Very large dark gray object with possible windows flying low.,4/28/2017
4/21/2017 13:00,Wanica (Surinam),,Circle,1,Shiny circular object observed in GoogleEarth.,4/28/2017
4/21/2017 12:11,Hillsboro,OR,Other,5 minutes,Metallic Orange Ring Shaped Object Over Hillsboro Oregon,4/28/2017
4/21/2017 3:09,Seattle,WA,Light,10 seconds,A bright white light flew over Seattle and suddenly vanished.,4/28/2017
4/21/2017 2:30,North River (Canada),NF,Light,10 seconds,A dim star that followed the path of the laser down to 40000 ft then lit up in a vibrant white glowing light ((anonymous report)),7/23/2017
4/21/2017 0:05,Hanging Rock,OH,Sphere,10-15 seconds,Sphere shapped object flying over highway. ((anonymous report)),4/28/2017
4/21/2017 0:00,Olympia,WA,Fireball,seconds,Red flaming fireball seen by 1 witness.,4/28/2017
4/20/2017 0:00,Santa Rosa,CA,Unknown,10 seconds,Silent object without lights nor sound was passing slowly above houses in my neighborhood at night,4/28/2017
4/20/2017 22:35,Hartsville,SC,Fireball,1 minute,In Northcutt Road before train tracks heading to Highway 15. Looked to the west above pine trees. Saw an orange fireball traveling abou,4/28/2017
4/20/2017 22:00,Belgrade (Serbia),SC,Light,1 minutes,"Seen fro Germany, flying toward Serbia. Seen in Bosnia",6/25/2020
4/20/2017 22:00,Surfside Beach,SC,Light,30 seconds,Orange orbs spotted.,4/28/2017
4/20/2017 21:30,Petaluma,CA,Light,5 minutes,Strange grouping of lights hovering in the S.F. bay areanight sky,4/28/2017
4/20/2017 21:00,Thibodaux,LA,Oval,30-45 minutes,"Flashing lights of different colors. Appeared to hover, moving up and down. Hard to get pic or film w/ cellphone. ((anonymous report))",4/28/2017
4/20/2017 20:07,Columbia,MO,Sphere,2 minutes,"I was looking west; the sun was setting, when I saw a quickly moving object traveling from the northwest to the southeast.",5/6/2017
4/20/2017 19:55,Columbia,MO,Sphere,2 minutes,"I noticed something very low in the sky in front of the car. It appeared pale blue in color, almost sky color, about the size of a pea.",5/6/2017
4/20/2017 15:00,Morden (Surrey) (UK/England),,Circle,1-2 minutes,Hockey puck type tumbling objects,6/25/2020
4/20/2017 14:15,Palmyra,NJ,Other,5 minutes,I observed an aircraft that seemed to look odd.,4/20/2017
4/20/2017 12:07,Daytona Beach,FL,Sphere,29 minutes,"Facing SW, I seen this orb as if it were following the sun not with a camera but with the naked eye so I went out side with my camera a",4/28/2017
4/20/2017 10:30,Spokane,WA,Circle,5 minutes,Huge LED looking light hovering at tree line disappeared instantly after 4 minutes of watching. No trace,4/28/2017
4/20/2017 10:00,Vashon,WA,Circle,2,Circular object hovering with blinking white and blue lights in the southwest sky.It hovered for about 2 minutes then went dark and was,4/28/2017
4/20/2017 4:56,Bridgeview,IL,Light,20 seconds,"Bridgeview, IL, blue light. ((anonymous report))",4/20/2017
4/20/2017 0:10,Kennett Square,PA,Unknown,15 minutes,Unknown Lights,4/28/2017
4/19/2017 23:55,Newton,AL,Triangle,5 seconds,Silent triangle UFO.,4/20/2017
4/19/2017 23:50,Newton,AL,Triangle,5-6 minutes,My friend and I stepped outside hoping to catch a glimpse of the asteroid that was passing over. Neither of seen anything at that time.,4/20/2017
4/19/2017 23:29,Denver,CO,Light,1 hour,Moved slow but made quick turns staying and circling same area I have it on security camera's that record 24/7,4/20/2017
4/19/2017 21:45,Cobourg (Canada),ON,Light,4 minutes,"Two ""satellites"" traving S in tandem, then reversing direction and travelling north in tandem, then diverging.",4/20/2017
4/19/2017 20:50,North Myrtle Beach,SC,Light,1 minute,Orange Orbs Spotted Over North Myrtle Beach...AGAIN!,4/20/2017
4/19/2017 20:50,Garden City,SC,Sphere,20 seconds,Five bright orange orbs appear quietly over water not far from shore. ((anonymous report)),4/20/2017
4/19/2017 20:30,Surfside Beach,SC,Circle,15 seconds,"Single orb over ocean, moved north, 5 orbs formed behind, followed then disappeared; sixth orb formed slightly south, then disappeared.",4/20/2017
4/19/2017 20:10,Chiba City (Japan),,Unknown,3 seconds,I saw a fast pretty round object from the other end of the horizon to the other for like 2-4 seconds and it's well hidden in the clouds,4/20/2017
4/19/2017 11:00,Benton,TN,Triangle,5 minutes,Triangle shaped aircraft with red lights landed in field near home.when went to see what it was it lifted into the air and made a circl,4/28/2017
4/19/2017 8:49,Gray,GA,,5 minutes,UFO hovered above my house I could see the basic shape but had some sort of reflective outer shell. ((anonymous report)),4/20/2017
4/19/2017 8:16,Cape Girardeau,MO,Sphere,15 seconds,"On Wed., April 19th, 2017, at approximately 8:16 a.m. in Cape Girardeau Missouri, I was looking to the Northeastern Sky at about the",4/20/2017
4/19/2017 2:53,Garden City,SC,Changing,1 minute,Strange light over the Atlantic.,4/20/2017
4/19/2017 0:40,Holiday Island,AR,Light,2+ hours,Watching two lights doing what I would call dancing and playing with each other. ((NUFORC Note: Sighting of stars?? PD)),4/20/2017
4/18/2017 0:00,Omaha,NE,Circle,,"I witnessed an flying circle floating low, then started going high into the air as it kept moving. ((anonymous report))",4/20/2017
4/18/2017 22:50,Long Beach,MS,Oval,2 minutes,"Green oval turns colors, hovers, moves around fast, then disappears.",4/20/2017
4/18/2017 22:20,Uniontown/Kent,OH,Changing,~30 minutes,I had been on the road for about 5-6 minutes after leaving the Kent campus when I saw the ufo.,4/20/2017
4/18/2017 22:00,Smithfield,KY,Circle,45 seconds,Me and my wife was setting out side at 10 pm and seen two lights look like stars but was moving really fast and then slow vanished in t,4/20/2017
4/18/2017 22:00,Willard,KY,Light,All night,Multiple orbs of light seen nightly for over a month. ((NUFORC Note: We have urged the witness to get photos. PD)),4/28/2017
4/18/2017 22:00,Warren,RI,Triangle,30 seconds,"Triangular moving quickly over Warren, RI, and turned around when it was spotted.",4/28/2017
4/18/2017 22:00,Warren,RI,Triangle,30 seconds,((HOAX??)) Triangular moving quickly over Warren RI and turned around when it was spotted.,4/20/2017
4/18/2017 22:00,Galena Park,TX,Light,6 second,A led blue light with a tail streaked across the sky. The wind pick up around 35 knots. And a car alarm went off. ((anonymous report)),4/28/2017
4/18/2017 21:45,Cottage Grove & Madison,WI,Triangle,20 minutes,"Large and very fast, triangle/boomerang shape with a bright white light in middle and blue and red light blinking",4/20/2017
4/18/2017 21:32,Warminster,PA,Unknown,Hour,"Ufo videos, changing lights and moving short distances back and forth ((NUFORC Note: Sighting of Jupiter? PD))",4/20/2017
4/18/2017 20:30,Albuquerque,NM,Cross,5 minutes,It was a black cross that was about 500' away flying slow and totally silent,4/20/2017
4/18/2017 20:00,Los Angeles,CA,Formation,10 seconds,"I was driving down the street when i came to a red light. I took my phone out ,stuck it out the window and took pictures of a building",4/20/2017
4/18/2017 16:00,Bermuda/Florida coast (between),,Cone,5 minutes,"Strange phenomenom, way up in the air. ((seen in-flight))",4/20/2017
4/18/2017 14:30,New York City (upper West Side),NY,Teardrop,4 hours,"Possible NYC UFO Upper West Side, two sightings separated by four hours.",4/20/2017
4/18/2017 12:30,Les Cayes (Haiti),,Circle,45 minutes,It'd a huge circle with the sun shining in the center of it. Inside was also a bunch of red images.((NUFORC Note: Lens flares. PD)),4/28/2017
4/18/2017 12:00,Los Angeles,CA,Triangle,,"Hollywood Hills above L.A., CA.. One ship split into 2 ships total of 3 ships triangle red an green lights.. ((anonymous report))",4/20/2017
4/18/2017 2:00,Louisville,KY,Light,<1 minutes,"Erratic moving craft seen apx 2:00, unlike any common aircraft i see on a daily basis..",4/20/2017
4/18/2017 1:00,Sherman Oaks,CA,Triangle,30 seconds,Silent aircraft flying in formation at night without nav lights. ((anonymous report)),4/20/2017
4/18/2017 0:45,Tampa,FL,Light,30-45 minutes,"Extremely bright white, stationary light, no details of object observable other than the bright light. Near Bill Currie Ford dealership",7/23/2017
4/18/2017 0:00,Columbia,SC,Unknown,5 minutes,"Large object (larger than a C-130), Unbelievable Speeds, Bright White light that shifts into different color lights, No Sound",4/20/2017
4/17/2017 23:15,Grant,MI,Formation,45 minutes,"String of lights in sky staying stationary, then disappearing. ((anonymous report))",4/20/2017
4/17/2017 22:30,Slidell,LA,Circle,>10 minutes,"Bright twinkling lights in the sky over Slidell, LA.",4/20/2017
4/17/2017 22:18,Rockville,MD,Circle,15 seconds,"Grey, circular object with no lights or sound gliding swiftly across the sky. ((anonymous report))",4/28/2017
4/17/2017 22:00,Sugarland,TX,Sphere,45 seconds,"~22:00, I was walking home and looked towards the sky to see what I thought was an airplane. ((anonymous report))",4/20/2017
4/17/2017 22:00,Emmett,ID,Light,20-40 seconds,three white orbs in a triangle formation slowly got closer then zoom off into the sky,3/14/2019
4/17/2017 21:30,Portsmouth,OH,Light,45 seconds,Observed three amber lights in formation coming from SE towards NW. 4 additional lights were observed following. ((anonymous report)),4/20/2017
4/17/2017 21:30,Ropar (Punjab)(India),,Other,1:30,"me,my wife and our son3.5 years old we all were on bike and suddenly my son starts saying plane in the sky the we saw that the light wa",4/20/2017
4/17/2017 21:15,Ricetown,KY,Light,10 minutes,"Lights; Daniel Boone National Forest, Owsley County.",4/20/2017
4/17/2017 21:00,South Bend,IN,Sphere,5 minutes,"About 10 red lights rising in the sky, appeared to maneuver - second sighting in five years, same part of the sky.",4/20/2017
4/17/2017 20:50,Seymour,IN,Circle,5 minutes,Two orange ring shaped objects flying overhead,4/20/2017
4/17/2017 19:28,Gilbert,AZ,Cigar,2 minutes,Red/orbs San Tan peak/jet engine facility.,4/20/2017
4/17/2017 16:30,Dover,DE,Unknown,2 minutes,Airplane vanished and reappeared while hovering,4/20/2017
4/17/2017 10:10,Anaheim,CA,Fireball,10 seconds,Red orb spotted in daytime in Anaheim.,4/20/2017
4/17/2017 6:05,Vallejo,CA,Unknown,30-60 seconds,Red flare like light descending in the sky,4/20/2017
4/17/2017 4:56,Jefferson,GA,Light,4 seconds,"South of I-85 near Jefferson, GA, I saw a bright light fall from sky; no sound.",4/20/2017
4/17/2017 4:40,Sylvester,GA,Light,30 seconds,"A very bright green light shot across the sky, not very high in the sky. ((anonymous report))",4/20/2017
4/17/2017 3:58,Jasper,AL,Flash,2-3 seconds,Large blue-green flash of light that turned white then sped up and flew across the sky and disappeared,4/20/2017
