Date / Time,City,State,Shape,Duration,Summary,Posted
4/17/2017 1:00,Marysville,WA,Triangle,2 minutes,"Coming off 1-5 Marysville seen triangle object with red, blue, white lights fading in and out. Object was completely still.",4/20/2017
4/17/2017 0:20,Fort Lee,NJ,Changing,2 minutes,"Super fast plane stops and emits a very big and bright light. Another one approaches, does the same thing, while the other one left.",4/20/2017
4/16/2017 23:40,Ardsley,PA,Cigar,2 minutes,Looked as if it were flying straight for my house. Both were an orangey color. One stayed still while the other flew around it. The one,4/20/2017
4/16/2017 23:10,South Belot,WI,Fireball,,"I'm sitting on my bed around 11:10 pm or 23:10 and I look out my window and I see a ball of light that's flashing white, red, blue, pin",4/20/2017
4/16/2017 22:30,Big Timber,MT,Other,5 minutes,Lighter then light.,5/6/2017
4/16/2017 22:04,Ricetown,KY,Flash,22 minutes,Lights Daniel Boone Nat. Forest 4th night/five,4/20/2017
4/16/2017 22:00,Loveland,CO,Egg,3 minutes,"Loveland, CO, UFO red and yellow, egg-shaped object.",4/20/2017
4/16/2017 21:00,Rock Island,WA,Fireball,20 seconds,Glowing orange ball in the sky above wenatchee wa. MovING West to East. Fading out over rock island. ((anonymous report)),4/20/2017
4/16/2017 21:00,Taylorsville,UT,Circle,4 hours,"9:00 P.M.: Three small circles lined up to make a triangle seen in the sky / 1:00 A.M.: Close encounter - humming noises, &quot;alien&q",4/20/2017
4/16/2017 21:00,Las Vegas,NV,Unknown,10 minutes,Three reddish/amber lights that went out after approximately 5-7 minutes.,4/20/2017
4/16/2017 20:33,Ronkonkoma,NY,Sphere,30 seconds,"Observed near Ronkonkoma train station. Traveling northeast bound. Very fast, approximately 30 seconds to cross the visible portion of",4/20/2017
4/16/2017 20:30,Portland,OR,Oval,5 minutes,Bright orange ball flying over house making rapid direction shift. ((anonymous report)),4/20/2017
4/16/2017 20:30,London (Enfield)(UK/England),,Circle,35-60 seconds,Bright Red UFO over North London with incredible manoeuvering capabilities.,4/20/2017
4/16/2017 20:00,Bolingbrook,IL,Formation,~2 hours,Was driving northbound interstate 355 when i noticed a large bright formation to the southwest of where we were and they were all at di,4/20/2017
4/16/2017 20:00,Oceanside,CA,Light,2 minutes,"Very bright light moving across the sky (zoom in pic, i think a solid craft with the light can be seen).",4/20/2017
4/16/2017 19:12,Los Angeles,CA,Other,6 minutes,"Odd, almost humanoid UFO seen over Northeast LA (Highland Park/Hermon). ((NUFORC Note: We suspect a balloon. PD))",4/28/2017
4/16/2017 17:45,Mookgophong (South Africa),,Triangle,Few seconds,Reflection of strange object in the water.,5/11/2017
4/16/2017 10:22,Arundel,ME,Flash,10 seconds,Low flying aircraft with flashing lights in oval shape with very little sound.,4/20/2017
4/16/2017 7:15,Linden,NJ,Other,5 seconds,the object was large and trident shaped.,4/20/2017
4/16/2017 0:38,Honolulu,HI,Circle,30 seconds,Saw a bright red light that looked like a helicopter at first but as it got closer it was flying too low. ((anonymous report)),4/20/2017
4/15/2017 23:58,Merrimack,NH,Light,6 minutes,White light moving slowly and changed direction,4/28/2017
4/15/2017 22:30,Dickinson (headed toward Galveston),TX,Light,2 minutes,Was around 10:30pm I looked up to see a red glowing orb about the size of an airplane. There was a green blinking light that looked to,4/20/2017
4/15/2017 22:10,Eastaboga,AL,Light,20 minutes,Three lights equal distance apart and level were flying west. Within 10 minutes no fewer than four jets with lights flashing rapidly ap,4/20/2017
4/15/2017 21:30,Boise,ID,Triangle,5 minutes,Two multicolored illuminated objects hovered above Boise and ascended vertically and vanishished out of site. ((anonymous report)),4/20/2017
4/15/2017 21:30,Norman,OK,Light,20-30 seconds,Two or three dozen white lights traveling north,4/20/2017
4/15/2017 21:00,Boise,ID,Other,5 minutes,"Sighting of multiple illuminated craft hovering and assending over Boise, idaho",7/25/2019
4/15/2017 20:30,Willowdale,PA,Sphere,4 minutes,"Orange glowing orb, pulsing, silent, slow moving, slightly redder in center at height of pulsation",4/20/2017
4/15/2017 20:30,Newport News,VA,Fireball,30 minutes,Multiple ballistic-like fireballs/rockets?,4/20/2017
4/15/2017 20:00,Dothan,AL,Light,45 seconds,"Bright light near Dothan, Alabama sighted moving southward at extreme speed.",4/20/2017
4/15/2017 20:00,Lawrenceville,GA,Triangle,2 minutes,"I live a few miles from a small airport so I see alot of planes day an night, I was outside smoking a cigarette an looked up at this pl",5/6/2017
4/15/2017 18:09,Elk Grove,CA,,5 seconds,Very fast jet.,4/20/2017
4/15/2017 10:15,North Myrtle Beach,SC,Triangle,5 seconds,Seen the one Arizona seen years ago.,4/20/2017
4/15/2017 8:40,Needham,AR,Disk,5 minutes,Headed from Jonesboro to Lake City on Hwy 18. Saw Silver disc shaped craft looking to be over or east of Lake city ! 5 mins dissapeare,4/18/2019
4/15/2017 1:00,Almond,NC,Light,15 minutes,Bright glowing ball moving across North Carolina over Fontana Lake.,9/12/2019
4/14/2017 23:00,Gordon,TX,Circle,10-15 minutes,Went to let the dogs out before bed..notice a star moving slowly from northeast to southwest. White like the stars…then it moved faste,4/20/2017
4/14/2017 23:00,Phoenix,AZ,Diamond,90 minutes,Diamond shaped crafts test my perception and direction following abilities.,4/20/2017
4/14/2017 22:50,Vancouver,WA,Circle,2.5 minutes,"Very bright orange/red circle in sky, traveling to N/NW. Made an arc. Disappeared in sky. Seemed to be pulsating and lasted for 2.5",4/20/2017
4/14/2017 22:30,Monticello,IN,Light,~1 hour,"Walking home from seeing a movie, I noticed an object moving around in the sky. ((NUFORC Note: Possibly Jupiter?? PD))",4/20/2017
4/14/2017 22:20,Santa Maria,CA,Triangle,8 seconds,Silent black triangle with landing gear no lights,4/20/2017
4/14/2017 22:05,Woodsville,NH,Teardrop,15 seconds,Green and orange teardrop shaped light traveling in a straight line over Rt. 10 in Haverhill NH.,4/20/2017
4/14/2017 22:00,Grant,AL,Light,2 minutes,Solid pair of lights moving very fast with up and down motion across the night sky. ((anonymous report)),4/20/2017
4/14/2017 22:00,Saint James,MO,Egg,All Night,Bright orange egg shaped lights shining in my windows.,4/20/2017
4/14/2017 21:50,Malibu,CA,Changing,14 minutes,Dull object changing shape and flashing while moving in and out of vision,4/20/2017
4/14/2017 21:00,Woodbury,NY,Diamond,2 seconds,"Blue lights descending for about 2 seconds in Woodbury, New York.",4/20/2017
4/14/2017 20:41,Poland,ME,Unknown,15 minutes,"Formation of lights unable to identify along with not knowing were the loud explosion sound came from, which startled my dogs.",4/20/2017
4/14/2017 20:28,Albuquerque,NM,Light,5 seconds,"Unbelievably fast object east of Albuquerque,NM",4/20/2017
4/14/2017 19:45,Clearwater,FL,Unknown,20 seconds,Noticed 3 round perfect bright LED colored bright lights that were shaped semi pyramid formation. ((anonymous report)),4/20/2017
4/14/2017 18:00,Marne,MI,Sphere,50 seconds,Was driving down the road when i looked up and saw a bright white light moving slow from north to south it wasnt a star or a plane or,8/24/2017
4/14/2017 18:00,Marne,MI,Sphere,50 seconds,Was driving down the road when i looked up and saw a bright white light moving slow from N to S it wasnt a star or a plane.,8/24/2017
4/14/2017 2:10,Irvine/Costa Mesa (between),CA,Circle,5+ minutes,I was driving on 405 freeway going north. I noticed red flashing orbs side by side.,4/20/2017
4/14/2017 0:45,Jackson,OH,Circle,10 seconds,"It was a round sphere w/ a ring around it the back side of the ring looked shadowed, ((anonymous report))",4/20/2017
4/13/2017 23:28,Sawgrass area,FL,Circle,5-10 minutes,Sawgrass area round orange bright.,4/20/2017
4/13/2017 23:23,Wichita,KS,Flash,10 minutes (so far),There was a flashing light that was to fast and bright to be a star and it was moving around at different speeds.,4/20/2017
4/13/2017 22:30,Clermont,FL,Sphere,3-4 minutes,Bright orange/red glowing object that moved from the E to the W across the clear night sky.,4/20/2017
4/13/2017 22:00,Great Barrington,MA,Light,10 seconds,"I was walking back from volleyball practice on my campus, the patch of trees in between a river and my campus faculty building suddenly",4/20/2017
4/13/2017 21:30,Sister Bay,WI,Light,2-3 minutes,"2 Light UFOs in Door County, Wisconsin.",4/20/2017
4/13/2017 21:15,Savanagh,GA,Sphere,1 seconds,"Round orb or ball of bright white light seen at Johnson Square in Savannah, GA",4/28/2017
4/13/2017 21:00,Taneytown,MD,Oval,30 seconds,"Three football shaped orange lights ,in a line, flew over at a high rate of speed .then about 10 seconds later a 4th one flew over. The",4/19/2018
4/13/2017 20:30,Plymouth,MA,Fireball,25 minutes,Pulsating/flickering fire ball orbs,4/20/2017
4/13/2017 20:30,Monona,WI,Disk,30 seconds,I looked up and saw a saucer like object in the sky. It was like that one amusement ride the gravatron. Atleast the shape. It was going,4/20/2017
4/13/2017 18:20,Ronkonkoma,NY,Other,5 minutes,Hovering black object seen in Ronkonkoma NY going eastbound on the Long Island Expressway,4/20/2017
4/13/2017 17:00,Sammamish,WA,Light,15-20 seconds,Two bright objects.,4/20/2017
4/13/2017 16:30,Mckee,,,1 minute,Object seen twice moving low in Jackson County. Red lights on front. ((anonymous report)),4/20/2017
4/13/2017 15:15,Marysville,WA,Fireball,unknown,"I saw a multicolored FLAT CIRCLE in the sky, which was CLEARLY TOO CLOSE to be the SUN.",4/20/2017
4/13/2017 8:30,Des Moines,IA,Circle,15 minutes,Bright red object spotted above north side of Des Moines,4/20/2017
4/13/2017 6:45,Franklin,GA,Light,50 seconds,"My son and I were at the end of my driveway, watching the sw sky because we thought we had seen a fireball on the 11th and he says ther",4/13/2017
4/13/2017 0:00,Phoenix,AZ,Cigar,1 hour,"Red and yellow, stayed there for 1 whole hour.",4/20/2017
4/12/2017 23:00,Springfield,VT,Sphere,2 minutes,I looked up and there was a sphere slowly moving across the sky makeing it's way towards Windsor. ((anonymous report)),4/28/2017
4/12/2017 23:00,Chino,CA,Light,Green ball of light,"Green ball of light that came N of Chino, and went down heading SE past chino. ((anonymous report))",4/13/2017
4/12/2017 22:25,Creve Couer,MO,Diamond,120 seconds,Diamond shaped UFO with red & white lights observed strobing and moving back and forth.,4/13/2017
4/12/2017 22:00,Acworth,GA,Cross,30 minutes,"Was blueish-purple color, still, no sound, cross shaped over west cobb county, watched for 30+ minutes no movement,small red object cam",4/20/2017
4/12/2017 22:00,Marietta,GA,Light,15 minutes,Driving near intersection of Stilesboro Rd and Mars Hill road. Noticed neon blue light roughly west/southwest of my position. Went into,4/20/2017
4/12/2017 22:00,Mount Pleasant,SC,Disk,1 minute,"A glowing white object flew silently over our backyard just above the tree line, then swiftly flew off into the distance. 6 witnesses",4/13/2017
4/12/2017 21:00,Frisco,TX,Triangle,2 minutes,Low-flying triangle.,4/13/2017
4/12/2017 21:00,Massapequa,NY,Circle,15 minutes,"Large Bright White Light Moving slowly high above my house, no noise, then Stopped.",4/13/2017
4/12/2017 20:52,Surfside Beach,SC,Cigar,3-4 seconds,"Single object with single bright light traveling at a high rate of speed, with no sound at a low altitude.",4/13/2017
4/12/2017 20:50,Norcross,GA,Light,15 seconds,"Standing in shopping center Beaver Ruin Rd.& I 85 saw super fast moving light to close to be star too bright. No noise heard, lost it w",4/13/2017
4/12/2017 20:45,Taylorsville,NC,Unknown,Across the whole sky,"A very fast flying object, faster than a place could think to fly, white trail behind it. ((anonymous report))",4/13/2017
4/12/2017 20:44,Pigeon Forge,TN,Circle,3-4 seconds,"Fireball? Over East Tennessee on April 12, 2017.",4/20/2017
4/12/2017 20:40,Conway,SC,Light,3 minutes,Shooting star turned out to be UFO with bright lights,4/13/2017
4/12/2017 20:40,Beaufort,SC,Circle,5 seconds,"Unexplained light in Beaufort, SC, sky.",4/13/2017
4/12/2017 20:15,Sylvester,GA,Flash,2 minutes,Shooting Star or UFO? ((anonymous report)),4/13/2017
4/12/2017 20:00,Asheboro,NC,Light,3-4 seconds,Very fast moving bright blue/white light.,4/13/2017
4/12/2017 20:00,Murray,UT,Other,4-6 seconds,Supersonic UFO observed in Salt Lake.,4/13/2017
4/12/2017 10:13,Rochelle,IL,Formation,10 seconds,4 straight line flashing lights. ((anonymous report)),4/13/2017
4/12/2017 4:00,Lincoln Park,NJ,Sphere,5 seconds,"First sighting--Went outside in the early morning to have a cigarette. Looked across the street, right in front of my townhouse betwe",5/11/2017
4/12/2017 3:45,Woodbridge,NJ,Light,10 seconds,"Walking into my office, I watched 2 faint red lights side by side at first moving in a straight line, then very fast figure eight then",10/19/2017
4/12/2017 3:00,Luke Air Force Base,AZ,Chevron,10 minutes,"V-shaped UFO flew over Luke Air Force Base from white tanks, toward Phoenix.",4/13/2017
4/12/2017 1:00,Harrisville,PA,Other,1 minute,Woke up in the middle of the nite with a weird looking flesh tone grey shape leaning down touching my R side. ((anonymous report)),4/20/2017
4/12/2017 1:00,Jenner,CA,Chevron,2 hours,"Large ship?/craft sighted in S/SW sky, running lights around perimeter. Watched for 1 hour.",1/11/2019
4/11/2017 23:25,Ricetown,KY,Light,10 minutes,"Lights: Daniel Boone National Forest, Owsley County.",4/13/2017
4/11/2017 23:15,Fayetteville,NC,Disk,35 minutes,"Several Large UFO sightings over Bladen Co., N.C. between 30 Dec 2016 and April 2017. ((anonymous report))",4/20/2017
4/11/2017 22:30,Snow Camp,NC,Disk,~5-10 minutes,"3 red lights circled my house once, then 2 lights appeared from behind the trees and travelled under the larger object.",4/13/2017
4/11/2017 22:00,Hartford,SD,Light,10 minutes,"Round, glows and blinks, maintains car speed and is near to me and the ground. Followed for miles. ((anonymous report))",4/13/2017
4/11/2017 21:25,India (city not specified),,Sphere,10 seconds,Orange sphere shaped object.,4/13/2017
4/11/2017 21:07,Stem,NC,Formation,1 minute,Flashing Triangular red light formation seen moving across sky.,4/13/2017
4/11/2017 21:00,Shaw Oldham (UK/England),,Unknown,1 minute,Was a red light stationery in the night sky it then moved so fast to the left and then moved extremely fast away from us.,11/9/2017
4/11/2017 20:45,Chandler,AZ,Light,30 seconds,"Exiting of the freeway, my son told me to look out to the west kind of higher in the sky.",4/13/2017
,,,,,,
,,,,,"We saw am amber circular light blink out,",
4/11/2017 20:40,Clovis,CA,Light,30 seconds,White light traveling fast across the sky.,4/13/2017
4/11/2017 20:30,Show Low,AZ,Diamond,30 minutes,"Large object flew directly over house, was not more than 30 feet above our roof. It continued to circle the area for a bit hovering at",4/13/2017
4/11/2017 20:30,Roanoke,VA,,10 minutes,"4/11/17 - Four star/planet-like (brightness) UFOs traveling from Roanoke, VA, area due north. Changing direction often.",4/13/2017
4/11/2017 20:24,New Orleans,LA,Flash,10 seconds,It was flahing moving fast. At first I thought it was a airplane. But then it was moving fast n then it would slow down. It had to many,4/13/2017
4/11/2017 20:20,Hana,HI,Light,5 seconds,couple of star like lights moving across dark Maui sky,4/13/2017
4/11/2017 20:00,Statesville,NC,Rectangle,5 minutes,"Saw a large black craft floating sideways across the sky approximately 800-1000ft up. No lights and no sound from the craft, the sides",4/13/2017
4/11/2017 18:00,In-flight (military)(city not specified),SC,Diamond,5 seconds,Diamond shaped metallic object at FL200. ((NUFORC Note: Report from alleged military pilot; remains anonymous. PD)),4/13/2017
4/11/2017 0:20,Kitchener (Canada),ON,Cross,5 minutes,I was on route to the washroom on the second level and I noticed that the moon was very bright coming through the door. I looked up at,4/13/2017
4/10/2017 0:00,Phoenix,IL,Changing,>1 minute,I was on my way to work early Monday morning when I decided to take a picture of the moonlight shooting upwards. Upon taking the pictu,4/20/2017
4/10/2017 23:30,County Durham (UK/England),,Triangle,2 hours,"While I went out to put the bins out a very clear sky and full moon, observed an object to the bottom right hand side of the moon, told",4/13/2017
4/10/2017 23:00,Nashua,NH,Light,5 minutes,Orange Light seen moving around moon vertically. ((anonymous report)),4/13/2017
4/10/2017 22:00,Calexico,CA,Formation,6 minutes,Two different figures with blinking lights in a sort of triangle shape,4/13/2017
4/10/2017 21:40,Davenport,WA,Light,30 minutes,4 flashing blue and red lights in the sky and 3 orange side by side lights to each other seen by three,4/13/2017
4/10/2017 21:30,Davenport,WA,Circle,35 minutes,3 witness saw 7 UFO's flashing different colors.,4/13/2017
4/10/2017 21:15,Indio,CA,Circle,10 minutes,Lights appear and disappear much like the Phoenix light sightings,4/13/2017
4/10/2017 21:06,Mission Viejo,CA,Fireball,15-23 seconds,Was driving down Melinda Rd. A bright light illuminated the road so I looked up thinking it was the moon and wondering how it could be,4/13/2017
4/10/2017 21:00,Whittier,CA,Fireball,5 seconds,"A bright flash in a distance lit up the dark sky for a few seconds. ((NUFORC Note: Possible meteor, we wonder?? PD))",4/13/2017
4/10/2017 21:00,Brawley,CA,Light,30 minutes,Orange lights in the Northern East of the sky of Brawley Ca.,4/13/2017
4/10/2017 20:50,Austin,TX,Circle,3 seconds,GREEN SPEEDING LIGHT THAT STOPS AND THEN SPEEDS OFF AND DISAPPEARS,4/13/2017
4/10/2017 20:45,Pacific Beach,CA,Fireball,3 seconds,Green light followed by a fiery shape falling in San Diego hills,4/13/2017
4/10/2017 19:15,South Kingstown,RI,Light,2 minutes,Star-like object moves slowly across the sky until changing shape and fading out.,4/13/2017
4/10/2017 19:00,San Marcos,CA,Light,<5 seconds,Sudden Green/Blue flash over entire sky with source in the west toward the coast in Oceanside-Carlsbad.,4/13/2017
4/10/2017 11:30,Wichita,KS,Disk,5 minutes,I was driving and spotted 3 objects slowly moving across the sky. They were not drones. They were to big to be drones. They flew in a c,4/13/2017
4/10/2017 9:00,Colorado (southeast part),CO,Chevron,7 minutes,"Witnessed ""V"" shape craft, intercepted and escorted by jet. ((NUFORC Note: Possible sighting of B2 bomber?? PD))",4/13/2017
4/10/2017 5:00,Malolos City (Philippines),,Sphere,Few seconds,I was staring at the sky while walking home after buying hair shampoo then suddenly a light shape circle appeared and it was moving so,4/13/2017
4/10/2017 1:00,Des Moines,IA,Light,2 minutes,BRIGHT ORANGE BALL TURNS TO DISC LIKE UFO.,4/13/2017
4/10/2017 0:10,York,PA,Triangle,5 minutes,I don't remember the exact date or even the month this happened. I know it was spring 2007 or 2008. I got off work at 12 & headed down,2/7/2020
4/10/2017,Chiraco Summit,CA,Formation,3 minutes,"Independant Verification of UFO video footage/sighting from Parker, AZ.",1/14/2018
4/9/2017 23:00,Fontana,NC,Sphere,1 minute,Round orb yellowish in color kept moving from side to side and apearing and disapering,4/13/2017
4/9/2017 22:40,Live Oak,FL,Sphere,5 minutes,I was driving toward I-10 from I-75 through a back road near the busy bee gas station. 8 saw two lights at VERY low altitude moving hap,4/13/2017
4/9/2017 22:30,Clyde,NC,Oval,20 minutes,"We first saw the object towards the Northwest. It would move side to side, up and down and then disappear for about 30 seconds then w",5/6/2017
4/9/2017 21:00,West Gardiner,ME,,Seconds,Loud unidentified boom that shook houses and was heard in at least 8 towns at the same time. ((anonymous report)),4/13/2017
4/9/2017 21:00,Toronto (Canada),ON,Circle,Minutes,Red/orange flying objects.,4/13/2018
4/9/2017 17:15,Elk Grove,CA,Cylinder,45 minutes,Cylinder Object Seen In Elk Grove Sky.,4/13/2017
4/9/2017 14:05,Falcon,CO,Sphere,25 seconds,White orb stopped in midair and changed direction.,4/13/2017
4/9/2017 13:00,Loveland,CO,Sphere,3 minutes,3 spheres were sighted forming a triangle. Then the spheres formed a line and vanished.,4/13/2017
4/9/2017 6:18,Quincy,WA,Light,Unknown,Stationary light spotted mid-air over empty land.,4/13/2017
4/9/2017 4:55,Philadelphia,PA,Light,5 minutes,Small light travelling fast slows to mid air stop for another light to catches up and they both slowyou flewith away. Over center city.,4/13/2017
4/9/2017 2:30,Fishers,IN,Unknown,3 seconds,Blueish stream flying in the air.,4/13/2017
4/9/2017 2:00,Albuquerque,NM,Circle,>1 hour,Moving and changing color circle in sky! ((NUFORC Note: We suspect a sighting of a star or planet. PD)),4/13/2017
4/9/2017 0:45,"Lawton (between Lawton and Duncan, hwy 7 west going east)",OK,Light,3-4 seconds,We were driving back from Lawton and saw this white/teal colored light appear in the sky. It seemed to have been falling then disappear,4/13/2017
4/8/2017 22:30,Tinley Park,IL,Circle,1 second,White object caught on night vision camera.,4/13/2017
4/8/2017 22:27,Raymond,NH,Triangle,2 minutes,The object was so low that it was about 7-9 feet above a tall pine tree.,4/13/2017
4/8/2017 22:00,Providence,RI,Disk,3:00,"White disk that moved, dimmed, and flashed green and red lights, until disappearing.",4/13/2017
4/8/2017 22:00,Vineland,NJ,Cylinder,15,Saw at least 8 rockets.,4/13/2017
4/8/2017 21:50,St. Petersburg,FL,Sphere,4-5 minutes,"Bread and orange glowing round objects about Saint Petersburg, Florida.",4/13/2017
4/8/2017 21:10,St. Petersburg,FL,Light,5 minutes,Multiply flying lights.,4/20/2017
4/8/2017 21:00,Caracas (Venezuela),,Light,5 minutes,"9 spheres of light, appeared on the sky at 9 pm. They flew like birds without a straight pathing and very unpredictably and would come",4/13/2017
4/8/2017 20:30,Sacramento,CA,Fireball,3 minutes,"Three red orb-shaped objects, and parachute, over Sacramento. ((anonymous report))",4/13/2017
4/8/2017 18:16,Caribbean Sea (at sea),,Changing,15 minutes,Strange green object seen hovering over the Caribbean Sea. ((NUFORC Note: We suspect lens flares. PD)),4/20/2017
4/8/2017 16:30,Georgetown,TX,Circle,10 seconds,"Silver, spherical obj. flying at a high rate of speed, no sound, over Georgetown, TX. ((NUFORC Note: Witness is ret. mil pilot. PD))",4/13/2017
4/8/2017 15:36,Columbus,OH,Changing,10-15 seconds,"White light in clear sky, flickered then appeared as thinner chrome object, 10-15 seconds duration.",4/13/2017
4/8/2017 9:51,Albany,GA,Unknown,2 minutes,Alien or Angel cloud in Albany GA. ((NUFORC Note: Photos of what appear to us to be contrails. PD)),5/6/2017
4/7/2017 22:32,Germantown,MD,Circle,20 minutes,Multiple UFO sighting flying slowly.,4/20/2017
4/7/2017 22:30,Tougaloo,MS,Circle,5 minutes,Big gold circle flying over the trees and wasn't making noise. we was on brown street in north hill apartments and it just disappeared,4/13/2017
4/7/2017 22:25,Riverside,WA,Other,2 seconds,I saw a blue streak moving across the sky.,4/13/2017
4/7/2017 21:00,Davenport,FL,,,Strange objects high in the sky flying with red/orange flames coming out of the back. Counted 5 of these strange objects.,4/13/2017
4/7/2017 21:00,Sacramento,OH,Oval,5 minutes,A black hole in the past has shown up behind me and gravity goes away and its happened more than once and once later noticed nasa saw i,7/23/2020
4/7/2017 20:52,Highland,UT,Light,3-4 minutes,Walked out the door at approximately 8:52 p.m. to take a look at the last bit of the sunset on the west side of my house.,4/13/2017
,,,,,,
,,,,,Noticed a,
4/7/2017 20:00,Williams,AZ,Unknown,2 hours,"I've seen strange lights in the night sky, but nothing this long or active before.",4/13/2017
4/7/2017 19:16,Paso Robles,CA,Light,4 minutes,7 Bright orange hovering objects in sky above Paso Robles Ca,4/13/2017
4/7/2017 19:00,De Pere,WI,Sphere,Only saw it in photos aft,"When I looked at pictures I took off the sun setting, I noticed what looked like an orb with lights. ((NUFORC Note: Lens flares. PD))",4/13/2017
4/7/2017 18:00,Catford (London)(UK/England),,Rectangle,A few seconds,Quick sighting.,4/13/2017
4/7/2017 16:30,Kawartha Lakes,ON,Other,60 seconds,"I'll be honest I'm not 100% what we seen. I've heard lots of opinions thus far. The only thing I cannot explain is what it is, a",7/7/2017
4/7/2017 11:50,Hammond,LA,Disk,15 seconds,Looked to be a thin light colored object with a dome shape on top. It appeared to be stationary. ((anonymous report)),4/13/2017
4/7/2017 9:25,Cooper City,FL,Cigar,20 seconds,"White, cigar-shaped craft. Daytime sighting over Cooper City - Broward County, FL.",4/7/2017
4/7/2017 5:50,New Iberia,LA,Sphere,1 hour,Large glowing orb like craft over New Iberia. ((NUFORC Note: We suspect a sighting of Venus. PD)),6/9/2017
4/7/2017 2:37,Naples,FL,Disk,5 minutes,"Distortion in weather, as well as paralyzes. ((anonymous report))",4/20/2017
4/7/2017 1:00,Williamstown,NJ,Circle,2 minutes,It was a round light that traveled toward the ground going behind a cloud then couldn't see but it rose back up. ((anonymous report)),4/13/2017
4/6/2017 21:50,Corona,CA,Light,~10 seconds,"Lights or comets over Corona, CA, again. ((anonymous report))",4/13/2017
4/6/2017 21:35,Jonesboro,GA,Formation,5 minutes,"Last night, I was sitting outside my home thinking how great our God is, creating the heavens and the earth.",4/7/2017
4/6/2017 21:30,Little Falls,MN,Triangle,5 minutes,"Triangle shaped with 5 very bright lights 20-30' wing span, couldn't tell from how dark it was the back end shape as it flew over me.",4/13/2017
4/6/2017 19:40,St. Louis,MO,Formation,30 seconds,Saw 2 bright white orbs while driving.,4/7/2017
4/6/2017 19:00,Valley Center,CA,Disk,2 minutes,Red disk object with the middle being translucent.,4/13/2017
4/6/2017 12:00,Kansas City,MO,Chevron,10-15 seconds,Falling chevron UFO fire coming from the back above my school AL last Thursday. ((NUFORC Note: Student report. PD)),4/20/2017
4/6/2017 11:55,Anaheim,CA,Circle,5 minutes,4 small white circular objects flying around in random patterns in the Southern California Sky.,4/7/2017
4/6/2017 9:00,Austin,TX,Rectangle,2 hours,I saw a black rectangle shape in the horizontal postion hovering over downtown Austin Texas and saw it rotate parallel to the ground an,4/7/2017
4/6/2017 1:00,La Mirada,CA,Fireball,4 minutes,Bright orb dropping smaller orbs.,4/7/2017
4/5/2017 23:00,,MT,Fireball,,"((HOAX??)) I saw a UFO late at night, split into 3 mini saucers that flew in opposite directions. ((NUFORC Note: Flaw in date. PD))",4/7/2017
4/5/2017 23:00,Memphis,TN,Circle,Until passing Arkansas st,Round glowing bulbs dims gets supper bright disappears leaving one. Them come the jets circling th bulb really scared us.,4/7/2017
4/5/2017 23:00,Greater Atlanta- south,,Other,10 minutes,"Your rules for reporting are ridiculous. Most people don't know how to use a word processing program,are not familiar,haven't purchased",4/7/2017
4/5/2017 20:00,Lapine,AL,Rectangle,2 seconds,I videotaped a square object floating within the tailing end of a storm cloud.,5/6/2017
4/5/2017 19:10,Sevilla (Spain),,Other,105 minutes,REAL CLOSE ENCOUNTER OF THE 3rd KIND WITH AN HO. ((anonymous source)),3/23/2018
4/5/2017 18:00,San Tan Valley,AZ,Sphere,1 hour,"Large lights slowly moving, dimming in and out of visability. Abrupt angle changing motions, morphing.",4/7/2017
4/5/2017 17:30,Chesapeake,OH,Disk,2 minutes,Daylight disc with flashing lights.,4/20/2017
4/5/2017 8:00,Clinton,MD,Disk,3 minutes,"Saw moving at sharp angles briefly (1-2 mins), then streaked away out of sight, no sound heard around Clinton, MD area.",4/7/2017
4/5/2017 5:10,Newport News,VA,Triangle,10 seconds,HUGE BLACK TRIANGLE CRAFT WITH 3 LIGHTS IN VIRGINA.,4/13/2017
4/5/2017 5:10,Gheen,MN,,,Light traveling like a satellite.,4/13/2017
4/5/2017 4:08,New York City (Brooklyn),NY,Light,a few seconds,A large bright light flew over my house and possibly crash landed because I heard a loud band as the sky went dark again. Cops were hea,4/7/2017
4/4/2017 23:30,Ipswich (UK/England),,Oval,1-2 hours,It was about 50 to 60 feet across and about 25 to 30 feet high,12/21/2017
4/4/2017 22:37,Fresno,CA,Triangle,2 minutes,"I was outside waiting for pizza man, started lookin at the ring around the moon. Then noticed a bright red star flicker at the bottom r",4/7/2017
4/4/2017 21:30,Monroe,MI,Oval,2 minutes,"Low, no noise and quick 6-8 white globe like in shape in a liner pattern from west to east, disappearing in cloud cover",4/7/2017
4/4/2017 21:20,Chicago,IL,Triangle,15min,Two triangular shaped objects with flashing white lights over the southside of Chicago.,4/13/2017
4/4/2017 20:55,Brodnax,VA,Diamond,20 minutes,Multicolored color diamond shaped oject in northern sky in southern virginia!,4/7/2017
4/4/2017 20:30,Culver City,CA,Circle,1 hour,"Blue light that is moving, changing shapes from small to large, then disappearing and reappearing.",4/7/2017
4/4/2017 2:05,Virginia Beach,VA,Light,15 seconds,Extra star in the sky...,4/7/2017
4/4/2017 0:00,Manchester,IA,Triangle,10 minutes?,Triangle that matched the color of the night sky. One red light at the face of the triangle and two white lights in the back.,4/13/2017
4/3/2017 23:30,Cedar Grove,WV,Unknown,20 minutes,There were 3 hovering object over the kanawaha river for at least 20 minutes. There were red and blue flashing lights.,4/7/2017
