Date / Time,City,State,Shape,Duration,Summary,Posted
4/15/2019 19:30,Stroudsburg,PA,Other,continual,"Starlike looking object that visibly moves across the sky in straight lines, and in random circular patterns.",4/25/2019
4/15/2019 19:30,Marysville,WA,Disk,1 minute,Took some pictures of a sunset over the Olympics and caught some interesting artifacts not visible to the eye.,4/18/2019
4/15/2019 16:39,Alexandria,VA,,,MADAR Node 141,4/25/2019
4/15/2019 16:00,Orlando,FL,Rectangle,10 seconds,"White, boxy object spotted zooming through the sky, disappeared within seconds. ((anonymous report))",4/25/2019
4/15/2019 11:30,Montrose,MN,Oval,Huge sphere,((HOAX)) My friend and I were driving home and all the sudden out of the clouds a huge large silver sphere was falling from E to W.,4/18/2019
4/15/2019 10:35,San Diego,CA,Other,25 minutes,Bright Silver Odd shaped Object sighted for 25 min over central San Diego,4/18/2019
4/15/2019 7:00,Naples,FL,Cigar,10 minutes,Early AM (7:00) sighting of white smooth cylinder over SW Florida. ((NUFORC Note: Witness is a dentist. PD)),6/7/2019
4/15/2019 4:30,Frisco,TX,Triangle,10 seconds,"Wing shaped object flying low and fast over house, made no noise at all. It was white and almost transparent.",4/18/2019
4/15/2019 4:03,Gilberts,IL,Triangle,,Arrow like figure shot across the sky. ((anonymous report)),4/18/2019
4/15/2019 2:00,Twin Falls,ID,Light,20 minutes,"Bright wht light, like a camera flash, every 2 sec on driver side of truck for 20 min, into field, returned, to back of truck, faded be",4/18/2019
4/15/2019 0:33,Wall Township,NJ,Cross,<1 minute,Bright orange flying objects in sky.,4/18/2019
4/15/2019 0:00,Oregon,IL,Light,5 minutes,Bright light shoots at car... time unaccounted for!,7/3/2020
4/14/2019 23:25,Burnsville,MN,Fireball,5 seconds,green fireball falling from sky,4/18/2019
4/14/2019 22:00,Faribault,MN,Triangle,4 seconds,While out in our yard we saw what was to be a black Triangle with three orange-red circles glowing from underneath. The sighting lasted,4/18/2019
4/14/2019 19:35,El Cajon,CA,Light,4-5 seconds,"Light went from barely moving, to shooting across the sky and disappearing. ((anonymous report))",4/18/2019
4/14/2019 19:08,Luka,MS,Cross,All night,The crosses have a green light on the right and left bottom is red top is yellow like the ones in neramburg in 1564,10/4/2019
4/14/2019 19:00,Southborough,MA,Triangle,1 minute,Traveling from south to north from far away i thought was a large bird as it got closer i realized i didnt know what it was. It was tri,4/18/2019
4/14/2019 18:53,Encino,CA,Light,8 minutes,"Hovering red and white lights at very high altitude, probably 60,000 feet",4/18/2019
4/14/2019 17:23,Heredia (Costa Rica),,Other,3 minutos,Object facing the sun.,4/18/2019
4/14/2019 17:00,Pittsburgh,PA,Oval,1 minute,"Clear sky, metallic like.",4/18/2019
4/14/2019 11:08,Los Angeles,CA,Circle,30 minutes,There was a bright object that was just floating in one spot. ((anonymous report)),4/18/2019
4/14/2019 3:00,Gilbert,AZ,Triangle,5 seconds,On the night of April 13th or very early April 14th at about 2 am some unexplainable events began to unfold.,4/18/2019
,,,,,,
,,,,,"First, my wife woke me",
4/14/2019,Cortaro,AZ,Other,90-120 minutes,((Serious report??)) My grandson and I saw a worm hole open up and 12 or 13 Craft's entered the worm hole they were masked by clouds.,9/6/2019
4/13/2019 20:30,Crofton,KY,Light,1 minute,"3 flashing light over Pennyroyal Parkway about 1/2 miles ahead of our cargoing north bound, then after the lights flashed in a sequenci",4/18/2019
4/13/2019 19:45,Clay,WV,Disk,3 minutes,Black disc shaped object bounced around and vanished.,4/18/2019
4/13/2019 14:00,Southgate,MI,Sphere,5 seconds,"Witnessed UFO in mid-afternoon on April 13, 2019.",6/7/2019
4/13/2019 13:59,Boise,ID,,,MADAR Node 116,4/18/2019
4/13/2019 10:40,Birdsboro,PA,Disk,5 seconds,Sudden light and disappearance.,4/18/2019
4/13/2019 4:13,Alnwick (UK/England),,Circle,30 minutes,"Initially I thought I was witnessing a fast-moving shooting-star, until it did an abrupt 180 degree turn. It was moving at crazy speeds",4/18/2019
4/13/2019 3:00,Centerville,GA,Light,3 minutes,A object only seen the light fly across sky and hover over tree and then dips behind tree.,4/25/2019
4/13/2019 0:50,Cartersville,GA,Triangle,5-6 minutes,"Red/orange, glowing, triangular-shaped object with orbish glow hovering low in the sky. Appeared motionless and silent. Two small red/o",4/18/2019
4/12/2019 23:45,Carson City,NV,Unknown,4 seconds,"An object too low to be a satellite, too fast and quiet to be an airplane, with a red light.",4/18/2019
4/12/2019 23:00,Tampa,FL,Light,5 seconds,"Observed a very fast moving light flying level, 15 degrees above the horizon. Craft was traveling in the WSW sky from Tampa approx 24",4/18/2019
4/12/2019 21:28,Boise,ID,,,MADAR Node 116,4/18/2019
4/12/2019 21:00,Easley,SC,Sphere,20 minutes,8 Red/Orange spheres flying slow and very low at night.,4/18/2019
4/12/2019 20:26,Sherwood,OR,Fireball,2 minutes,I was getting out of my car in front of Papa Murphy's pizza off of 99W. As I was closing my door I happened to look West in the sky and,4/18/2019
4/12/2019 20:20,Fouke (5-10 miles south of),AR,Light,5-10 seconds,"Airplane type craft 2,500 - 4,000ft elevation yellow/white lights",4/18/2019
4/12/2019 20:07,Sparks,NV,Triangle,20 minutes,Saw black triangle like aircrafts; moved in a zig-zag patterns. All had red & white lights & mysteriously disappeared. ((anonymous)),4/18/2019
4/12/2019 19:55,Culver City,CA,Chevron,2 minutes,I noticed a very faint grey/black colored triangular object flying above me. ((anonymous report)),4/18/2019
4/12/2019 18:19,Newington,CT,,,MADAR Node 106,4/25/2019
4/12/2019 13:10,Parma Heights,OH,Rectangle,5 minutes,"flat, rectangle, mottled gray in color. ((anonymous report))",4/18/2019
4/12/2019 0:00,Jay,ME,,1 minute,"Large bright orange/yellowish orb, resembling a large star floating throughout the sky.",4/12/2019
4/11/2019 21:15,San Antonio,TX,Triangle,2 minutes,Three red-orange lights in triangular formation hovering over apartments.,4/12/2019
4/11/2019 20:02,May's Landing,NJ,Disk,5 minutes,"While passing the Lenape Lake, we saw a glowing object in the sky that seemed go be in the shape of a trapezoid.",6/7/2019
4/11/2019 19:00,Hillsboro,OH,Triangle,25 minutes,Triangular shaped crafts circle and jump space. ((anonymous report)),4/12/2019
4/11/2019 19:00,Salinas,CA,Cigar,3 minutes,"Was driving west of Salinas and saw a dark-colored, cigar shaped craft in the sky staying still. It then hid in the clouds.",4/25/2019
4/11/2019 18:00,Harlem,NY,Circle,25 minutes,"Silent, shiny object moved up, down, across, then slowly moved up and out of sight. ((anonymous report))",5/14/2019
4/11/2019 18:00,Cleveland,TN,Circle,5 minutes,"Obj. moving SE, watched it until it disappeared. Remained a white color even against the evening sun. ((anonymous report))",4/12/2019
4/11/2019 14:00,Ormond Beach,FL,Formation,5 minutes,Four strange aircraft flying in pairs; bathed in pearl-iridescent color; preceded by loud high pitch whirling sound headed SE.,4/18/2019
4/11/2019 13:00,Harrisburg,PA,Triangle,1 minute,"An all black triangle, medium sized, crossed the sky over the highway (81s) moving fast causing multiple vehicles to stop on the road.",4/12/2019
4/11/2019 10:01,Norwood,NJ,,,MADAR Node 145,4/18/2019
4/11/2019 7:00,Fresno,CA,Triangle,3 seconds,"Bright silver triangle hovering in southwest sky making the shape of Deneb, Vega, Altair, Venus. Vanished completely followed by two je",4/12/2019
4/11/2019 4:05,Toronto (Canada),ON,Other,2 minutes,Yellowish object with red pulsing light passing over my home.,4/18/2019
4/11/2019 3:20,Toronto (Canada),ON,Sphere,2 minutes,Tiny spherical object with a single white light.,4/18/2019
4/11/2019 0:56,Aloha,OR,Light,10 seconds,I could see a small green light suddenly appear in the dark sky.,4/12/2019
4/10/2019 22:30,Statesboro,GA,Triangle,10 seconds,2 Large triangle shape flying objects directly over my house. ((anonymous report)),4/12/2019
4/10/2019 22:30,Freeport,TX,Formation,5 seconds,"It looked like a flare, but it had a series of moving bright white lights.",4/18/2019
4/10/2019 22:00,Beaver,OH,Circle,3-5 seconds,3 large orange balls of light in the western sky at 10pm.,4/12/2019
4/10/2019 21:20,Austin,TX,Triangle,30 seconds,I was walking my dogs outside in south Austin around 9:20pm. I caught something in the corner of my eye and was able to identify a tri,4/12/2019
4/10/2019 21:18,Croydon,PA,Oval,a few minutes,weird triangles flying in different directions,4/18/2019
4/10/2019 21:18,Croydon,PA,Triangle,Few minutes,Weird triangles flying in different directions.,4/18/2019
4/10/2019 20:35,Orlando,FL,Sphere,5 minutes,At 20:35 I was with my dog outside in my backyard. I happened to look up at the sky. From the north came a fast moving orb. It was very,4/12/2019
4/10/2019 19:20,Milton,FL,Fireball,>5-10 minutes,"Two flaming balls falling from the sky in Milton Florida, April 10, 2019",4/18/2019
4/10/2019 19:00,Mesa,AZ,Light,25 minutes,Bright light in the sky in Mesa area.,4/12/2019
4/10/2019 19:00,Scottsdale,AZ,Circle,,"Two stationary, bright lights in the sky, before sunset, remained for over 25 minutes with no apparent motion",4/18/2019
4/10/2019 18:00,Apache Junction,AZ,Circle,20 minutes,"Stationary, bright white round light in the daytime sky, brighter than the moon, larger than any star or plant, over Apache Junction.",4/12/2019
4/10/2019 17:06,Orlando,FL,Changing,9 minutes,"Just get to the office, looking something like a boomerang on the sky moving east to west, shining light and get black and so on, my bo",4/12/2019
4/10/2019 17:00,Gold Canyon,AZ,Circle,10 minutes,Apr. 10th we witnessed a very bright silvery round object hovering near zenith over our community looking like a very bright star.,4/25/2019
4/10/2019 13:51,Goffstown,NH,,,MADAR Node 05,4/18/2019
4/10/2019 8:57,Jacksonville,FL,Light,2 minutes,"It's a clear night and I was wanting to do some sky watching, so I went out on my porch and sat for a bit and then coming from the nort",4/12/2019
4/10/2019 8:45,Springhill,FL,Light,10 seconds,Was on porch very low bright flew past fast from SE to NW all dogs within blocks went crazy as did mine. ((anonymous report)),4/12/2019
4/10/2019 5:40,Salinas,CA,Triangle,15,"3 triangular lights appear while driving North bound from Chular, CA.",4/12/2019
4/10/2019 1:00,Desert Hot Springs,CA,Light,20 minutes,I was very scared and now I'm concerned.,4/12/2019
4/10/2019 0:16,Trenton,OH,Unknown,seconds,"stream of bright blue light, burst of light, then vanished.",4/12/2019
4/9/2019 0:00,San Antonio,TX,Circle,~1 hour,((HOAX??)) Spinning rainbow colored lights. ((anonymous report)),4/12/2019
4/9/2019 23:30,Plainville,CT,Circle,30 seconds,A very bright very large object in sky by Plainville airport that hovered in the sky and quickly disappeared,4/12/2019
4/9/2019 22:00,Clarksville,TN,Disk,30+ minutes,UFO caught with binoculars by 3 people.,4/12/2019
4/9/2019 22:00,Linwood,NJ,Chevron,5 seconds,"Two, silent v-shaped craft with underside lights moving swiftly in unison heading southwest over Linwood, NJ.",4/12/2019
4/9/2019 21:41,Norwood,NJ,,,MADAR Node 145,4/18/2019
4/9/2019 21:00,Mary Esther/Fort Walton Beach,FL,Triangle,15 seconds,Triangular craft witnessed in fort Walton beach,4/12/2019
4/9/2019 20:45,Converse,TX,Light,~15 seconds,bright light vanishes like nothing at a fast speed,4/12/2019
4/9/2019 20:44,D'Iberville,MS,Unknown,5 seconds,Transparent lights.,4/12/2019
4/9/2019 19:30,Espanola,NM,Circle,10,Very bright large round object nw of moon and farther away than moon.,4/12/2019
4/9/2019 19:00,Santa Fe,NM,Oval,Ongoing,Two oval-shaped stationary orbs brightly reflecting light. ((anonymous report)),4/12/2019
4/9/2019 13:58,Boise,ID,,,MADAR Node 111,4/18/2019
4/9/2019 9:00,Sedona,CT,Disk,Photo,Noticed jet contrail over mountains snapped photo with an iPhone Saw disk/ saucer in photo,4/18/2019
4/9/2019 7:10,Lansing,MI,Unknown,10 minutes,"On April 9th at 7:05 AM I left from my home in Grand Ledge for work In Lansing, MI, by the Lansing Capitol Airport.",4/25/2019
4/9/2019 4:29,Park Township (Holland),MI,Other,32 seconds,Unidentified flying object on tracked night sky images,4/12/2019
4/8/2019 20:50,Fairfax,VA,,,MADAR Node 122,4/12/2019
4/8/2019 19:00,Sylvan Lake (Canada),AB,Light,3 seconds,"High-altitude white dot over Sylvan Lake, Alberta. It did a curly que upwards and vanished. 3 second sighting.",4/25/2019
4/8/2019 4:15,Baker,CA,Light,2-3 seconds,"@4:15am green light beam near Baker, Ca",4/12/2019
4/8/2019 4:15,Palmdale,CA,Circle,3 seconds,"Driving N bound, 14 fwy, just about at the Aqua Duct and a Green ball of light with a brighter outter ring, of a lighter color, fell fr",4/8/2019
4/8/2019 0:15,Brookings,SD,Triangle,<30 seconds,"Triangular object with 7 lights on the bottom, appearing to be a few hundred feet from the ground. ((anonymous report))",4/12/2019
4/7/2019 23:38,Stillwater,,,Hours,Facing north at aprox 11oclock high a stationary bright white light with a smaller lower red and white light observed 4/7/2019 and 4/8/,4/12/2019
4/7/2019 22:08,Orlando,FL,Circle,3 minutes,"Round reddish/orange object flying over Orlando florida , on the 4th of july ((anonymous report))",7/5/2019
4/7/2019 22:00,Nashville,TN,Disk,7 minutes,"((HOAX??))Very beautiful disc shaped object appeared in the sky @ 10 pm, this is the time when I noticed it first. ((anonymous report))",4/8/2019
4/7/2019 20:49,Lee's Summit,MO,Light,1 minute,White Sphere Light UAP.,5/14/2019
4/7/2019 20:49,Minneapolis,MN,Light,~5 minutes,"Well, typical in Minnesota. Another sighting.This time I had the chance to pull out my phone. Strange extremely bright light in the da",4/25/2019
4/7/2019 20:25,Las Vegas,NV,Light,2 minutes,A light caught my attention.,4/8/2019
4/7/2019 20:00,Harrisburg,MO,Light,1 minute,I looked at the stars like I usually do. Then I noticed a white light similar to an airplane. Watched for 1 hour.,4/8/2019
4/7/2019 19:00,Mary Esther,FL,Light,10 minutes,Green light pursued by several unmarked helicopters. ((anonymous report)),4/8/2019
4/7/2019 18:11,Goffstown,NH,,,MADAR node 05,4/12/2019
4/7/2019 17:58,Alexandria,VA,,,MADAR Node 141,4/12/2019
4/7/2019 14:43,Alexandria,VA,,,MADAR Node 141,4/12/2019
4/7/2019 3:30,California City,CA,Flash,1 second,Bright neon green orb.,5/9/2019
4/6/2019 23:15,Huson,MT,Triangle,5 minutes,Orange light flickering and floating in a the sky,4/8/2019
4/6/2019 21:50,Hacker Valley,WV,Diamond,20 minutes,((NUFORC Note: Witness provides no detailed information about alleged sighting. PD)),4/8/2019
4/6/2019 21:50,Fairview,MT,Other,45 minutes,Were 3 bright blue twinkling lights above my house. Wasn’t sure if it was some sort of constellation at first. ((anonymous report)),4/8/2019
4/6/2019 21:49,University City,MO,Unknown,10 minutes,Red flashing lights seen hovering over Washington University.,4/8/2019
4/6/2019 21:43,Los Angeles,CA,Light,ongoing,"Strange parallel, stationary lights over Los Angeles.",4/8/2019
4/6/2019 21:00,Sewell,NJ,Oval,3 minutes,Husband and wife driving saw very low and close bright lights oval shaped structure in sky coming closer. ((anonymous report)),4/8/2019
4/6/2019 20:40,Essie,KY,Sphere,10 seconds,Purple/Pinkish Orb in the Sky.,4/8/2019
4/6/2019 20:30,Waterville,ME,Light,30 minutes,"Noticed two lights at approximately 30k', one above the other red and white in the E sky at an elev. of approximately 20° up.",4/8/2019
4/6/2019 15:00,San Pablo,CA,Triangle,3 minutes,It was around three pm and my wife called me to look up. This UFO was chasing a commercial airliner. ((anonymous report)),1/31/2020
4/6/2019 13:30,East Islip,NY,Circle,1 minute,"Circle metallic craft, extraordinary speed, then disappeared",4/8/2019
4/6/2019 11:00,St. George,UT,Formation,5-8 minutes,Spider moving across the sky.,4/18/2019
4/6/2019 0:45,Parma Heights,OH,Disk,10 seconds,Orange amber light colored UFO appears then fades,4/8/2019
4/5/2019 23:15,Ashland City,TN,Chevron,5 minutes,"The lights were bright red, no way an airplane or helicopter. In perfect lines. Disappeared within seconds with no sound. Low enough to",4/8/2019
4/5/2019 23:00,La Farge,WI,Formation,4 minutes,"3 lights separated like so. - - - Spaced and flying very fast above the reserve, then appeared to cloak, with one",4/8/2019
4/5/2019 21:56,Butler,MO,Diamond,10 minutes,This past Friday me and my roommate here a rumble out side. I thought because of how loud it was it might be a stealth bomber because t,4/8/2019
4/5/2019 20:45,Fond Du Lac,WI,Oval,1 minute,My family and I were getting out of the car and my nephew noticed what looked like a star moving very quickly. There was no tail and it,4/8/2019
4/5/2019 20:18,Oregon,IL,Flash,5 minutes,"We saw flashing, into wasn’t a plane or radio tower, then it disappeared into the night.",4/8/2019
4/5/2019 18:00,Montclair,NJ,Circle,,I was walking and I saw a saucer it was to fast to be a Airplane. ((anonymous report)),4/8/2019
4/5/2019 5:21,Plymouth (UK/England),,Cigar,3 minutes,Cigar shape craft crashing.,4/8/2019
4/5/2019 2:00,Levittown,NY,Changing,30 seconds,2 orange spheres that faded away and lasted for about 15 seconds each. ((anonymous report)),4/8/2019
4/5/2019 1:00,Salinas,CA,Light,20 seconds,"Entity encounter, while sleeping.",4/12/2019
4/4/2019 23:00,Sandy Hook,CT,Light,2+ hours,Multiple lights in the woods.,4/8/2019
4/4/2019 22:30,Southbridge,MA,Unknown,30 seconds,My friend and I were driving down Charlton street heading towards southbridge. We were already talking about sky phenomenon and were a,4/8/2019
4/4/2019 22:15,Austin,TX,Cigar,10 minutes,Bright light split into 2 flying from NE to NW. High above normal aircraft which we observed flying below. ((anonymous report)),4/8/2019
4/4/2019 9:33,Santa Claus,IN,,,MADAR Node 114,5/9/2019
4/4/2019 8:10,West Cocalico,PA,Circle,20 minutes,"There were two orbs that kept coming into view then quickly disappearing on the horizon. They would grow bright, then fizzle out.",4/8/2019
4/4/2019 7:50,Fletcher,NC,Light,15 seconds,Bright green light.,4/8/2019
4/4/2019 7:00,Vero Beach,FL,Formation,35 minutes,"Ufo turns on 4 other lights above Vero Beach, Florida.",4/8/2019
4/4/2019 7:00,Sevierville,TN,Fireball,14 seconds,Saw an object with a huge tail of fire traveling West to east at a very high rate of speed.,4/8/2019
4/4/2019 6:55,Macon,GA,Diamond,5 minutes,Descending flying double diamonds with long blue white double tail seen in horizon early morning,5/9/2019
4/4/2019 6:55,Norfolk,VA,Light,1 minute,Norfolk Naval Base UFO sighting.,4/8/2019
4/4/2019 6:55,Columbia,SC,Circle,6 seconds,Large bright green ball with red tail crossed W to E very high up in pre-dawn above res. area for 5-6 seconds. ((anonymous report)),4/8/2019
4/4/2019 6:55,Savannah,GA,Oval,10 seconds,Elliptical shape engulfed in white light with flaming tail streaming behind it. ((anonymous report)),4/8/2019
4/4/2019 6:55,Florence,SC,,10 seconds,A ball of green light with a light of red and orange behind it shooting across the sky. ((anonymous report)),4/8/2019
4/4/2019 6:51,Augusta,GA,Triangle,10 seconds,Bright green light triangle shaped falling from the sky. ((anonymous report)),4/8/2019
4/4/2019 6:50,Morganton,NC,Cylinder,1 minute,"Saw what looked like a descending spacecraft over the Charlotte NC area at 6:50 AM on April 4, 2019. ((anonymous report))",4/8/2019
4/4/2019 6:50,Ponte Vedra Beach,FL,Triangle,5 seconds,Green fast moving light in the morning sky.,4/8/2019
4/4/2019 6:50,Hendersonville,NC,Fireball,7 seconds,I was sitting at the bus stop this morning with my Daughter when she yelled “ Look a shooting star”… This was not a meteor!!,4/8/2019
4/4/2019 6:48,Virginia Beach,VA,Circle,5 minutes,Glowing pale blue sphere moving very fast across the sky heading in an easterly direction. Seen from Dahlia drive.,4/8/2019
4/4/2019 6:45,Efland,NC,Triangle,10 seconds,Bright green object flying low through the clouds right around sunrise. ((anonymous report)),4/8/2019
4/4/2019 5:55,Huntsville,AL,Circle,3 seconds,Pulsating ball of white light. ((anonymous report)),5/9/2019
4/4/2019 5:50,Winchester,TN,Fireball,20-30 seconds,A object looking from the E towards the W was seen streaking down towards the earth larger than any meteors I have ever witnessed.,4/8/2019
4/4/2019 2:00,Portsmouth,NH,Light,2 minutes,"Outside the bathroom window, which faces east, I noticed an unusually large, very bright star in the sky. ((anonymous report))",4/18/2019
4/3/2019 23:15,Kaysville,UT,Rectangle,20 minutes,Fighter jet repeatedly flying low and fast over the city of Kaysville around 11:15 pm. ((anonymous report)),4/8/2019
4/3/2019 23:00,Earle,AR,Light,30 minutes,Saw an LED type light hovering. We live in the country with no neighbors close by. One to the west..one to the South and several to th,4/8/2019
4/3/2019 22:30,Silverton,OR,Light,10 minutes,"White, trailing light observed by multiple witnesses in Oregon",12/1/2019
4/3/2019 21:45,Englewood,OH,Light,5 seconds,Green ball of light in night sky.,4/8/2019
4/3/2019 21:15,Red Deer (Canada),AB,Triangle,5+ seconds,I was on my back deck when I caught sight of a triangular craft transparent in appearance but I could still distinguish its shape from,4/8/2019
4/3/2019 21:14,Barrie,ON,Circle,2 minutes,one fast moving object that stood out as it went by mars in the sky.,4/8/2019
4/3/2019 15:00,Ossian,IN,Oval,90 seconds,It was a sunny day in the country saw a silverish white craft looked oblong then it Tilted and I seen that it was a sphere look down lo,4/8/2019
4/3/2019 12:40,Grand Junction,CO,Oval,30-40 seconds,White oval drops out of black storm clouds.,4/8/2019
4/3/2019 2:00,Showlow,AZ,Circle,90 minutes,((HOAX??)) Things flying around looked like fire-flies. ((anonymous report)),4/18/2019
4/2/2019 0:00,Richland,WA,Triangle,1 minute,"I watched a perfect triangle about the size of a baseball field, very bright, red/orange, silently float above me for about 1 minute un",8/23/2019
4/2/2019 21:37,Harrison,NJ,,,MADAR Node 121,4/12/2019
4/2/2019 21:00,Chicago,IL,Circle,10 minutes,We seen 3 lights in the sky.. standing still in the air for minutes at a time. Then they went into a triangle formation. Then it look,4/25/2019
4/2/2019 21:00,Madisonville,KY,Circle,11 minutes,"Obj. was stationary for 5 min, looked like a bright orange planet. Then started to move quickly to the E. ((anonymous report))",4/8/2019
4/2/2019 20:25,Kirbyville,TX,Disk,15 minutes,"The object has flashing lights that are green, blue, red, and white. The lights revolves around the object. The object hovers.",4/8/2019
4/2/2019 20:00,Fridley,MN,Light,1 hour,"Erratically moving light above Minnesota. Zigzag pattern and also just sitting there,. have video. first video didn't record anything.",4/8/2019
4/2/2019 19:00,Great Falls,MT,Light,7 minutes,Strange lights in sky on west side of GF moving east. ((anonymous report)),4/8/2019
4/2/2019 17:00,Arnold,MO,Disk,5 minutes,Object viewing from above.,4/8/2019
4/2/2019 9:40,Cedar Rapids,IA,Disk,,Flying disc.,4/8/2019
4/2/2019 5:30,Port Charlotte,FL,Formation,15-20 seconds,I saw an echelon formation of five short horizontal white dimmed lights flying west to east at constant speed. ((anonymous report)),4/8/2019
4/2/2019 4:00,Chestertown,MD,Triangle,45 seconds,Large slow moving triangular craft with white lights on tri-tips and pink plasma like round light underneath,2/7/2020
4/2/2019 0:00,Port Townsend,WA,Unknown,5 minutes,"I saw two red lights horizontal to the horizon, a third red light came from between them onto the beach in front of my house.",4/12/2019
4/1/2019 23:59,Lake Zurich,IL,Chevron,2 minutes,Large flying object with red light behind front &quot;grill&quot; emitting low pitch mechanical sound,4/8/2019
4/1/2019 23:00,Cross Hill,SC,Cone,2 minutes,Two huge round white lights one turn on then off then the other would do the same never together. ((anonymous report)),4/12/2019
4/1/2019 22:30,Pearsall,TX,Formation,3 seconds,Orange/Golden orbs. ((anonymous report)),4/8/2019
4/1/2019 20:58,Deseronto (Canada),ON,Light,4 minutes,Initially witnessed a single slow low light amber coloured strobe (approx every 15 seconds) at high elevation headed due E.,4/8/2019
4/1/2019 20:30,Rogers,AR,Unknown,2 minutes,White light with blinking red light and helicopter sound following it,4/8/2019
4/1/2019 20:00,Manitowoc,WI,Unknown,20 minutes,"We seen at least 10 glowing objects moving slower than a airplane. ((""Starlink"" satellites??))",2/7/2020
4/1/2019 20:00,Manitowoc,WI,Unknown,20 minutes,"This is confermation of manitowoc siting. Went out for a smoke noticed 1red glowing light hovering, then more started to join. Moving n",2/7/2020
4/1/2019 19:17,St. Louis,MO,Sphere,<4 seconds,"Facing SE on Telegraph Road, I was walking and as I left a QT gas station I looked up and saw a glowing sphere shaped object. It",4/8/2019
4/1/2019 19:00,Worth,IL,Light,5 seconds,Moving SE at low alt.; extremely fast in daylight a very bright star like object. Disappeared in 5-7 sec. ((anonymous report)),4/8/2019
4/1/2019 18:20,Shenandoah,PA,Sphere,10 seconds,I noticed a metal almost liquid looking sphere on top some trees near my local windmill farm when suddenly there was almost what felt l,4/8/2019
4/1/2019 18:00,Chicopee,MA,Other,~30 seconds,A white silver object was seen flying and then disappeared,4/8/2019
4/1/2019 15:45,Winnipeg (Canada),,,,"I woke up late in the afternoon 3:30-4pm. I went to have a bath, while shaving my legs i noticed indentations around my left ankel. I t",4/12/2019
4/1/2019 15:30,San Antonio,TX,Changing,3 minutes,I saw a dark square shape floating over seaworld.. along with a silver light close by. Drove around the neighboorhood and took a pictur,4/8/2019
4/1/2019 13:00,Philadelphia,PA,Cylinder,5 minutes,"Clear, cylinder, objects around it hovering under airplane",8/23/2019
4/1/2019 9:04,Norwood,NJ,,,MADAR Node 145.,4/8/2019
4/1/2019 7:00,St. Louis,MO,Light,3-5 seconds,On our way to the hockey game about 7pm as we we were getting on to 55 north from highway 270 there was a very fast moving bright green,4/8/2019
4/1/2019 3:30,Uvalda,GA,Fireball,5 seconds,"I was on the porch smoking when I happened to notice a bright light slowly falling straight down. It reminded me of a signal flare, but",10/4/2019
4/1/2019 1:55,Fairfield,CA,Unknown,20 minutes,There was a pulsing and rotating low noise coming from the clouds for over twenty minutes.,4/8/2019
4/1/2019 1:30,Beachwood,NJ,Sphere,2.5 minutes,"Large orb witnessed floating in the night sky, breaking apart and then lighting up in a flash and vanishing.",4/8/2019
